date,asset,type,total_oi,fiz_oi,yur_oi,fiz_share,yur_share,long_fiz,short_fiz,long_jur,short_jur,Open,High,Low,Close,Volume,contract
2024-01-19,MIX,futures,91472.0,35709.0,55763.0,39.04,60.96,10735.0,24974.0,35001.0,20762.0,,,,,,
2024-01-19,SBRF,futures,709692.0,461945.0,247747.0,65.09,34.91,297620.0,164325.0,57226.0,190521.0,,,,,,
2024-01-22,MIX,futures,91230.0,35541.0,55689.0,38.96,61.04,10898.0,24643.0,34717.0,20972.0,,,,,,
2024-01-22,SBRF,futures,724404.0,466989.0,257415.0,64.47,35.53,302259.0,164730.0,59943.0,197472.0,,,,,,
2024-01-23,MIX,futures,90100.0,35507.0,54593.0,39.41,60.59,10937.0,24570.0,34113.0,20480.0,,,,,,
2024-01-23,SBRF,futures,725368.0,459863.0,265505.0,63.4,36.6,302227.0,157636.0,60457.0,205048.0,,,,,,
2024-01-24,MIX,futures,94456.0,36882.0,57574.0,39.05,60.95,11321.0,25561.0,35907.0,21667.0,,,,,,
2024-01-24,SBRF,futures,713616.0,474407.0,239209.0,66.48,33.52,297304.0,177103.0,59504.0,179705.0,,,,,,
2024-01-25,MIX,futures,94124.0,35966.0,58158.0,38.21,61.79,11347.0,24619.0,35715.0,22443.0,,,,,,
2024-01-25,SBRF,futures,681942.0,448348.0,233594.0,65.75,34.25,278816.0,169532.0,62155.0,171439.0,,,,,,
2024-01-26,MIX,futures,93474.0,35034.0,58440.0,37.48,62.52,11050.0,23984.0,35687.0,22753.0,,,,,,
2024-01-26,SBRF,futures,691720.0,459827.0,231893.0,66.48,33.52,283855.0,175972.0,62005.0,169888.0,,,,,,
2024-01-29,MIX,futures,95822.0,35251.0,60571.0,36.79,63.21,11534.0,23717.0,36377.0,24194.0,,,,,,
2024-01-29,SBRF,futures,689586.0,458425.0,231161.0,66.48,33.52,290967.0,167458.0,53826.0,177335.0,,,,,,
2024-01-30,MIX,futures,103744.0,34478.0,69266.0,33.23,66.77,11821.0,22657.0,40051.0,29215.0,,,,,,
2024-01-30,SBRF,futures,704932.0,460700.0,244232.0,65.35,34.65,300136.0,160564.0,52330.0,191902.0,,,,,,
2024-01-31,MIX,futures,102284.0,34427.0,67857.0,33.66,66.34,11527.0,22900.0,39615.0,28242.0,,,,,,
2024-01-31,SBRF,futures,703156.0,459689.0,243467.0,65.38,34.62,299363.0,160326.0,52215.0,191252.0,,,,,,
